Level,Reward Avg,Reward Std,Distance Avg,Distance Std,Completion Rate
1-1,309.6,157.51,375.6,160.34,0.0
1-3,253.0,0.0,317.0,0.0,0.0
2-1,361.6,118.33,429.4,120.41,0.0
2-3,650.2,299.38,726.8,301.69,0.0
4-1,280.6,62.57,368.6,50.97,0.0
5-1,254.8,157.48,319.0,160.03,0.0
5-2,570.4,230.04,666.6,245.16,0.0
5-3,253.6,0.8,317.4,0.49,0.0
7-1,579.0,226.95,663.8,237.19,0.0
7-3,338.0,384.14,465.4,296.92,0.0
8-1,229.8,110.89,294.2,112.56,0.0
8-2,200.6,38.79,273.0,47.19,0.0
8-3,690.6,302.24,774.4,302.83,0.0
